FireplaceQu,LotShape,LandSlope,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,HeatingQC,KitchenQual,Functional,GarageFinish,GarageQual,GarageCond,PavedDrive,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Longitude,Latitude,Median_n_Closest_SalePrice
3.0,3.0,0.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,0.0,3.0,7.0,3.0,5.0,5.0,2.0,2791,20,rm,65,9750,grvl,lvl,inside,oldtown,norm,1fam,1story,1958,1958,hip,hdboard,hdboard,none,0,cblock,unf,0,unf,0,960,960,gasa,y,sbrkr,960,0,0,960,0,0,1,0,3,1,5,0,detchd,2002.0,2,624,0,0,0,0,0,0,no_fence,gar2,4500,7,2006,wd,normal,,-93.60619354248047,42.02727127075195,122500.0
3.0,3.0,0.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,2.0,1.0,7.0,3.0,5.0,5.0,0.0,2108,20,rm,65,9750,no_alley_access,lvl,inside,oldtown,norm,1fam,1story,1959,1959,gable,metalsd,metalsd,brkface,164,cblock,rec,200,unf,0,784,984,gasa,y,sbrkr,984,0,0,984,1,0,1,0,2,1,5,0,detchd,1959.0,1,308,0,0,0,0,0,0,no_fence,none,0,6,2008,wd,normal,,-93.60597229003906,42.027252197265625,122500.0
3.0,3.0,1.0,4.0,6.0,3.0,4.0,4.0,5.0,2.0,2.0,2.0,7.0,3.0,5.0,5.0,2.0,1533,20,rm,69,5805,grvl,bnk,inside,oldtown,norm,1fam,1story,1957,1957,hip,metalsd,metalsd,none,0,cblock,blq,274,rec,1073,0,1347,gasa,y,sbrkr,1347,0,0,1347,1,1,1,0,3,1,6,0,detchd,1957.0,2,551,0,0,0,0,0,0,no_fence,none,0,6,2010,wd,normal,,-93.61791229248047,42.03037643432617,124500.0
3.0,3.0,0.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,7.0,3.0,5.0,5.0,2.0,260,20,rm,70,12702,no_alley_access,lvl,inside,oldtown,norm,1fam,1story,1956,1956,gable,brkface,brkface,none,0,pconc,no_basement,0,no_basement,0,0,0,gasa,y,fusea,882,0,0,882,0,0,1,0,2,1,4,0,detchd,1956.0,1,308,0,45,0,0,0,0,no_fence,none,0,12,2008,wd,normal,97000.0,-93.60448455810547,42.02669143676758,122500.0
3.0,3.0,0.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,0.0,3.0,7.0,2.0,5.0,5.0,2.0,201,20,rm,80,8546,no_alley_access,lvl,corner,edwards,norm,1fam,1story,2003,2004,gable,vinylsd,vinylsd,none,0,pconc,unf,0,unf,0,1121,1121,gasa,y,sbrkr,1121,0,0,1121,0,0,2,0,2,1,5,0,attchd,2003.0,2,440,132,64,0,0,0,0,no_fence,none,0,3,2010,wd,normal,140000.0,-93.66751098632812,42.02019500732422,122000.0
3.0,3.0,0.0,5.0,6.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,1439,20,rm,90,7407,no_alley_access,lvl,inside,oldtown,artery,1fam,1story,1957,1996,gable,metalsd,metalsd,none,0,cblock,glq,600,unf,0,312,912,gasa,y,fusea,1236,0,0,1236,1,0,1,0,2,1,6,0,attchd,1957.0,2,923,0,158,158,0,0,0,mnprv,none,0,4,2010,wd,normal,149700.0,-93.60824584960938,42.03004837036133,124950.0
3.0,0.0,0.0,3.0,6.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,2121,20,rm,99,5940,no_alley_access,lvl,fr3,brkside,feedr,1fam,1story,1946,1950,gable,metalsd,cblock,none,0,pconc,no_basement,0,no_basement,0,0,0,gasa,y,fusea,896,0,0,896,0,0,1,0,2,1,4,0,detchd,1946.0,1,280,0,0,0,0,0,0,mnprv,none,0,4,2008,conld,abnorml,,-93.62468719482422,42.03129196166992,129000.0
3.0,3.0,0.0,4.0,6.0,3.0,4.0,4.0,5.0,3.0,0.0,2.0,7.0,3.0,5.0,5.0,2.0,1309,20,rm,100,12000,no_alley_access,lvl,inside,oldtown,norm,1fam,1story,1948,2005,gable,metalsd,metalsd,none,0,cblock,glq,144,alq,608,172,924,gasa,y,sbrkr,1122,0,0,1122,1,0,1,0,2,1,6,0,attchd,1948.0,2,528,0,36,0,0,0,0,gdwo,none,0,5,2008,wd,normal,147000.0,-93.60887145996094,42.0335693359375,119100.0
3.0,3.0,0.0,2.0,0.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,0.0,2100,20,rm,103,12205,no_alley_access,lvl,inside,oldtown,norm,1fam,1story,1949,1992,gable,metalsd,metalsd,none,0,brktil,unf,0,unf,0,448,448,gasa,y,sbrkr,1588,0,0,1588,0,0,2,0,5,1,6,0,no_garage,0.0,0,0,0,0,0,0,0,0,mnprv,none,0,12,2008,wd,abnorml,,-93.60680389404297,42.03110122680664,125000.0
3.0,3.0,0.0,4.0,8.0,2.0,4.0,4.0,5.0,3.0,0.0,2.0,7.0,3.0,5.0,4.0,0.0,2582,30,c,60,6060,no_alley_access,lvl,inside,idotrr,norm,1fam,1story,1930,2007,hip,metalsd,metalsd,none,0,brktil,alq,737,unf,0,100,837,gasa,y,sbrkr,1001,0,0,1001,0,0,1,0,2,1,5,0,detchd,1930.0,1,216,154,0,42,86,0,0,no_fence,none,0,11,2007,wd,normal,,-93.61388397216797,42.02155685424805,122500.0
3.0,3.0,0.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,7.0,1.0,3.0,3.0,0.0,496,30,c,60,7879,no_alley_access,lvl,inside,idotrr,norm,1fam,1story,1920,1950,gable,wd sdng,wd sdng,none,0,cblock,rec,495,unf,0,225,720,gasa,n,fusea,720,0,0,720,0,0,1,0,2,1,4,0,no_garage,0.0,0,0,0,523,115,0,0,0,gdwo,none,0,11,2009,wd,abnorml,34900.0,-93.60520935058594,42.023216247558594,122250.0
3.0,3.0,0.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,1.0,3.0,7.0,3.0,5.0,5.0,0.0,1914,30,c,60,10200,grvl,lvl,inside,idotrr,norm,1fam,1story,1925,1950,gable,metalsd,metalsd,none,0,brktil,unf,0,unf,0,572,572,gasa,n,fusep,572,0,0,572,0,0,1,0,2,1,4,0,detchd,1940.0,1,200,0,0,72,0,0,0,no_fence,none,0,5,2009,wd,normal,,-93.61539459228516,42.02000045776367,112252.0
3.0,3.0,0.0,3.0,6.0,1.0,1.0,4.0,5.0,3.0,2.0,3.0,7.0,2.0,5.0,5.0,0.0,1603,30,c,66,8712,no_alley_access,lvl,corner,idotrr,norm,1fam,1story,1896,1950,hip,wd sdng,wd sdng,none,0,cblock,unf,0,unf,0,756,756,gasa,y,sbrkr,952,0,0,952,0,0,1,0,3,1,5,0,detchd,1896.0,1,330,0,0,265,0,0,0,no_fence,none,0,6,2010,wd,alloca,,-93.60774993896484,42.02151870727539,122250.0
3.0,3.0,0.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,0.0,2892,30,c,69,12366,no_alley_access,lvl,inside,idotrr,feedr,1fam,1story,1945,1950,gable,wd sdng,wd sdng,none,0,slab,no_basement,0,no_basement,0,0,0,gasa,n,sbrkr,729,0,0,729,0,0,1,0,2,1,5,0,no_garage,0.0,0,0,0,0,23,0,0,0,no_fence,none,0,10,2006,wd,abnorml,,-93.61385345458984,42.01934814453125,119000.0
3.0,3.0,0.0,2.0,2.0,3.0,1.0,1.0,5.0,3.0,4.0,3.0,7.0,1.0,3.0,3.0,0.0,1823,30,c,72,9392,no_alley_access,lvl,corner,idotrr,norm,1fam,1story,1900,1950,mansard,asbshng,asbshng,none,0,cblock,unf,0,unf,0,245,245,gasa,n,sbrkr,797,0,0,797,0,0,1,0,2,1,5,0,no_garage,0.0,0,0,0,36,94,0,0,0,no_fence,none,0,9,2009,wd,abnorml,,-93.60542297363281,42.023223876953125,122250.0
3.0,3.0,0.0,2.0,3.0,1.0,4.0,4.0,5.0,3.0,4.0,3.0,7.0,2.0,5.0,5.0,2.0,1062,30,c,120,18000,no_alley_access,low,inside,idotrr,norm,1fam,1story,1935,1950,gable,metalsd,metalsd,none,0,cblock,unf,0,unf,0,894,894,gasa,y,sbrkr,894,0,0,894,0,0,1,0,2,1,6,0,detchd,1994.0,3,1248,0,20,0,0,0,0,no_fence,shed,560,8,2008,conld,normal,81000.0,-93.60419464111328,42.022457122802734,122500.0
2.0,3.0,0.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,0.0,3.0,7.0,1.0,3.0,3.0,0.0,1820,30,c,0,3300,no_alley_access,lvl,inside,oldtown,norm,1fam,1story,1910,1950,gable,stucco,stucco,none,0,brktil,unf,0,unf,0,624,624,gasa,y,sbrkr,816,0,0,816,0,0,1,0,2,1,5,1,no_garage,0.0,0,0,0,33,0,0,0,0,no_fence,none,0,6,2009,wd,normal,,-93.61486053466797,42.0276985168457,132950.0
3.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,5.0,0.0,1916,30,i,109,21780,no_alley_access,lvl,inside,idotrr,norm,1fam,1story,1910,1950,gable,wd sdng,wd sdng,none,0,cblock,no_basement,0,no_basement,0,0,0,gasa,n,fusea,810,0,0,810,0,0,1,0,1,1,4,0,detchd,1975.0,1,280,119,24,0,0,0,0,no_fence,none,0,3,2009,conld,normal,,-93.58822631835938,42.0182991027832,119450.0
3.0,3.0,1.0,2.0,5.0,3.0,4.0,4.0,5.0,3.0,0.0,2.0,7.0,1.0,3.0,3.0,2.0,1327,30,rh,70,4270,no_alley_access,bnk,inside,edwards,norm,1fam,1story,1931,2006,gable,metalsd,metalsd,none,0,brktil,rec,544,unf,0,0,544,gasa,y,sbrkr,774,0,0,774,0,0,1,0,3,1,6,0,no_garage,0.0,0,0,0,0,286,0,0,0,no_fence,none,0,5,2007,wd,normal,79000.0,-93.66154479980469,42.02265548706055,112000.0
3.0,3.0,0.0,4.0,4.0,3.0,1.0,4.0,5.0,3.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,1492,30,rh,70,9800,no_alley_access,lvl,corner,sawyerw,feedr,1fam,1story,1920,1950,gable,wd sdng,wd sdng,none,0,brktil,unf,0,unf,0,816,816,gasa,n,fusea,1012,0,0,1012,0,0,1,0,2,1,5,0,detchd,1920.0,1,429,121,0,80,0,0,0,no_fence,none,0,4,2010,wd,normal,,-93.67906951904297,42.036075592041016,135000.0
2.0,3.0,0.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,7.0,3.0,2.0,5.0,1.0,439,30,rl,40,4280,no_alley_access,lvl,inside,crawfor,norm,1fam,1story,1913,2002,gable,wdshing,stucco,none,0,pconc,lwq,365,unf,0,75,440,gasa,n,sbrkr,694,0,0,694,0,0,1,0,2,1,4,1,detchd,1990.0,1,352,0,0,34,0,0,0,mnprv,none,0,3,2007,wd,normal,90350.0,-93.64476013183594,42.01621627807617,169000.0
3.0,3.0,0.0,2.0,2.0,3.0,1.0,4.0,1.0,3.0,4.0,3.0,7.0,3.0,5.0,1.0,2.0,1381,30,rl,45,8212,grvl,lvl,inside,edwards,norm,1fam,1story,1914,1950,gable,stucco,stucco,none,0,brktil,rec,203,unf,0,661,864,gasa,n,fusef,864,0,0,864,1,0,1,0,2,1,5,0,detchd,1938.0,1,200,0,0,96,0,0,0,no_fence,none,0,6,2010,wd,normal,58500.0,-93.6567153930664,42.02208709716797,115000.0
3.0,3.0,0.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,7.0,1.0,3.0,3.0,0.0,621,30,rl,45,8248,grvl,lvl,inside,edwards,norm,1fam,1story,1914,1950,gable,stucco,stucco,none,0,brktil,blq,41,unf,0,823,864,gasa,n,fusef,864,0,0,864,1,0,1,0,2,1,5,0,no_garage,0.0,0,0,0,0,100,0,0,0,no_fence,none,0,9,2008,wd,normal,67000.0,-93.65673828125,42.02208709716797,115000.0
3.0,0.0,0.0,4.0,2.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,7.0,3.0,5.0,5.0,1.0,2806,30,rl,50,5220,no_alley_access,lvl,inside,swisu,norm,1fam,1story,1936,1950,gable,wd sdng,wd shng,none,0,brktil,unf,0,unf,0,830,830,gasa,y,sbrkr,879,0,0,879,0,0,1,0,2,1,4,0,detchd,1936.0,1,180,0,108,0,0,0,0,no_fence,none,0,1,2006,wd,normal,,-93.6558837890625,42.02800369262695,119250.0
3.0,3.0,0.0,3.0,6.0,1.0,4.0,4.0,5.0,3.0,2.0,1.0,7.0,1.0,3.0,3.0,2.0,1324,30,rl,50,5330,no_alley_access,hls,inside,brkside,norm,1fam,1story,1940,1950,hip,vinylsd,vinylsd,none,0,cblock,lwq,280,unf,0,140,420,gasa,y,sbrkr,708,0,0,708,0,0,1,0,2,1,5,0,no_garage,0.0,0,0,164,0,0,0,0,0,no_fence,none,0,12,2009,wd,normal,82500.0,-93.62950134277344,42.03548812866211,128900.0
2.0,3.0,0.0,4.0,6.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,7.0,3.0,1.0,5.0,2.0,1035,30,rl,50,6305,no_alley_access,bnk,inside,crawfor,norm,1fam,1story,1938,1950,gable,metalsd,metalsd,none,0,pconc,unf,0,unf,0,920,920,gasa,y,sbrkr,954,0,0,954,0,0,1,0,2,1,5,1,basment,1938.0,1,240,0,0,0,0,0,0,mnprv,none,0,6,2007,wd,normal,119750.0,-93.64641571044922,42.01606750488281,169000.0
3.0,3.0,0.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,7.0,3.0,5.0,5.0,0.0,1213,30,rl,50,9340,no_alley_access,lvl,inside,edwards,norm,1fam,1story,1941,1950,hip,metalsd,metalsd,none,0,cblock,rec,344,unf,0,328,672,gasa,y,sbrkr,672,0,0,672,1,0,1,0,2,1,4,0,attchd,1941.0,1,234,0,113,0,0,0,0,no_fence,none,0,8,2009,wd,normal,113000.0,-93.66526794433594,42.025997161865234,125000.0
3.0,1.0,0.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,7.0,3.0,1.0,1.0,0.0,2796,30,rl,50,11672,pave,lvl,inside,brkside,norm,1fam,1story,1925,1950,gable,metalsd,metalsd,none,0,brktil,unf,0,unf,0,816,816,gasa,y,fusea,816,0,0,816,0,0,1,0,2,1,4,0,detchd,1925.0,1,210,168,0,112,0,0,0,no_fence,none,0,7,2006,wd,normal,,-93.62577056884766,42.02952575683594,129500.0
3.0,0.0,0.0,3.0,6.0,3.0,4.0,2.0,5.0,3.0,4.0,1.0,7.0,1.0,3.0,3.0,2.0,977,30,rl,51,5900,no_alley_access,bnk,inside,brkside,norm,1fam,1story,1923,1958,gable,wd sdng,wd sdng,none,0,pconc,unf,0,unf,0,440,440,gasa,y,fusea,869,0,0,869,0,0,1,0,2,1,4,0,no_garage,0.0,0,0,0,0,0,0,0,0,no_fence,none,0,8,2006,wd,normal,85500.0,-93.62918853759766,42.035369873046875,128000.0
3.0,0.0,0.0,3.0,4.0,3.0,2.0,1.0,5.0,2.0,2.0,3.0,7.0,3.0,5.0,5.0,2.0,936,30,rl,52,5825,no_alley_access,lvl,inside,brkside,norm,1fam,1story,1926,1953,gable,metalsd,metalsd,brkface,108,pconc,unf,0,unf,0,600,600,gasa,y,sbrkr,747,0,0,747,0,0,1,0,1,1,5,0,detchd,1953.0,2,528,0,0,32,0,0,0,no_fence,none,0,6,2006,wd,normal,79900.0,-93.62925720214844,42.035377502441406,128000.0
3.0,3.0,0.0,5.0,4.0,3.0,4.0,2.0,5.0,2.0,4.0,3.0,7.0,3.0,1.0,5.0,2.0,1377,30,rl,52,6292,no_alley_access,bnk,inside,swisu,norm,1fam,1story,1930,1950,gable,wd sdng,wd sdng,none,0,brktil,rec,384,unf,0,384,768,gasa,n,sbrkr,790,0,0,790,0,0,1,0,2,1,4,0,detchd,1925.0,1,160,0,141,0,0,0,0,no_fence,none,0,4,2008,wd,normal,91000.0,-93.64842224121094,42.01688766479492,165000.0
3.0,3.0,0.0,4.0,7.0,2.0,4.0,4.0,5.0,3.0,0.0,2.0,7.0,3.0,1.0,1.0,0.0,678,30,rl,52,9022,no_alley_access,lvl,inside,oldtown,norm,1fam,1story,1924,2006,gable,vinylsd,vinylsd,none,0,brktil,unf,0,unf,0,768,768,gasa,y,sbrkr,792,0,0,792,0,0,1,0,2,1,5,0,detchd,1924.0,1,240,316,0,120,0,0,0,no_fence,none,0,5,2009,wd,normal,109500.0,-93.61405181884766,42.036014556884766,117750.0
3.0,3.0,0.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,2559,30,rl,54,7223,no_alley_access,lvl,inside,crawfor,norm,1fam,1story,1926,1950,hip,stucco,plywood,none,0,pconc,blq,319,unf,0,971,1290,gasa,y,sbrkr,1422,0,0,1422,0,0,1,0,3,1,6,0,detchd,1973.0,1,352,0,0,64,0,0,0,mnprv,none,0,4,2007,wd,normal,,-93.64682006835938,42.017887115478516,164000.0
3.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,5.0,3.0,0.0,1.0,4.0,1.0,3.0,3.0,2.0,251,30,rl,55,5350,no_alley_access,lvl,inside,brkside,norm,1fam,1story,1940,1966,gable,wd sdng,plywood,none,0,cblock,unf,0,unf,0,728,728,gasa,y,sbrkr,1306,0,0,1306,0,0,1,0,3,1,6,0,no_garage,0.0,0,0,263,0,0,0,0,0,gdwo,shed,450,5,2010,wd,normal,76500.0,-93.62931060791016,42.03548049926758,128900.0
4.0,0.0,0.0,4.0,6.0,2.0,2.0,4.0,5.0,3.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,2110,30,rl,55,7111,no_alley_access,bnk,inside,brkside,norm,1fam,1story,1928,1983,gable,wdshing,wd shng,none,0,brktil,lwq,406,blq,273,329,1008,gasa,y,sbrkr,1143,0,0,1143,0,0,1,0,2,1,5,1,detchd,1992.0,1,288,265,0,0,0,0,0,gdprv,none,0,7,2008,wd,normal,,-93.6288070678711,42.03361129760742,121600.0
5.0,3.0,0.0,4.0,6.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,2805,30,rl,55,8250,no_alley_access,lvl,inside,edwards,norm,1fam,1story,1935,1950,gable,wd sdng,wd sdng,none,0,slab,no_basement,0,no_basement,0,0,0,gasa,n,sbrkr,1032,0,0,1032,0,0,1,0,2,1,6,1,detchd,1939.0,1,260,0,0,121,0,0,0,no_fence,none,0,6,2006,wd,normal,,-93.66004180908203,42.02779769897461,127500.0
3.0,3.0,0.0,5.0,6.0,3.0,2.0,4.0,2.0,2.0,0.0,1.0,7.0,0.0,5.0,5.0,0.0,587,30,rl,55,10267,no_alley_access,lvl,inside,brkside,rran,1fam,1story,1918,2000,gable,stucco,wd shng,none,0,brktil,rec,210,alq,606,0,816,gasa,y,sbrkr,838,0,0,838,1,0,1,0,2,1,5,0,detchd,1961.0,1,275,0,0,112,0,0,0,mnww,none,0,5,2008,wd,normal,130000.0,-93.62562561035156,42.02955627441406,129000.0
3.0,3.0,0.0,4.0,7.0,3.0,4.0,1.0,5.0,3.0,0.0,3.0,7.0,1.0,3.0,3.0,2.0,1258,30,rl,56,4060,no_alley_access,lvl,corner,edwards,feedr,1fam,1story,1922,1950,gable,wd sdng,wd sdng,none,0,pconc,unf,0,unf,0,864,864,gasa,y,sbrkr,864,0,0,864,0,0,1,0,2,1,4,0,no_garage,0.0,0,0,0,96,0,0,0,0,no_fence,none,0,7,2009,wd,normal,99900.0,-93.65918731689453,42.0214958190918,112000.0
3.0,0.0,0.0,2.0,5.0,2.0,4.0,4.0,5.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,0.0,711,30,rl,56,4130,no_alley_access,lvl,inside,brkside,norm,1fam,1story,1935,2003,gable,vinylsd,vinylsd,none,0,cblock,unf,0,unf,0,270,270,gasa,y,sbrkr,729,0,0,729,0,0,1,0,2,1,5,0,no_garage,0.0,0,0,0,0,0,0,0,0,no_fence,none,0,7,2008,wd,normal,52000.0,-93.62935638427734,42.03557205200195,128900.0
3.0,0.0,0.0,3.0,6.0,3.0,4.0,4.0,5.0,2.0,0.0,3.0,7.0,1.0,3.0,3.0,0.0,529,30,rl,58,9098,no_alley_access,lvl,inside,edwards,norm,1fam,1story,1920,2002,gable,wd sdng,wd sdng,none,0,brktil,alq,348,unf,0,180,528,gasa,y,sbrkr,605,0,0,605,1,0,1,0,2,1,5,0,no_garage,0.0,0,0,0,0,144,0,0,0,no_fence,none,0,7,2007,wd,normal,86000.0,-93.66468048095703,42.02018737792969,115000.0
3.0,3.0,0.0,4.0,5.0,3.0,4.0,1.0,5.0,3.0,0.0,0.0,7.0,3.0,1.0,5.0,0.0,1002,30,rl,60,5400,no_alley_access,lvl,corner,oldtown,norm,1fam,1story,1920,1950,gable,wd sdng,wd sdng,none,0,brktil,unf,0,unf,0,691,691,gasa,y,fusea,691,0,0,691,0,0,1,0,2,1,4,0,detchd,1920.0,1,216,0,20,94,0,0,0,no_fence,none,0,1,2007,wd,abnorml,86000.0,-93.61389923095703,42.03487777709961,116500.0
3.0,3.0,0.0,3.0,6.0,2.0,4.0,4.0,5.0,3.0,2.0,3.0,7.0,3.0,5.0,5.0,0.0,2071,30,rl,60,5400,no_alley_access,lvl,corner,oldtown,norm,1fam,1story,1940,2005,gambrel,vinylsd,vinylsd,none,0,pconc,unf,0,unf,0,672,672,gasa,y,sbrkr,672,0,0,672,0,0,1,0,2,1,4,0,detchd,1997.0,1,308,88,108,0,0,0,0,no_fence,none,0,7,2008,wd,normal,,-93.61226654052734,42.03572463989258,117000.0
3.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,0.0,3.0,7.0,3.0,5.0,5.0,2.0,694,30,rl,60,5400,no_alley_access,lvl,corner,oldtown,norm,1fam,1story,1921,1968,gable,metalsd,metalsd,none,0,brktil,unf,0,unf,0,1073,1073,gasa,y,sbrkr,1073,0,0,1073,0,0,1,0,2,1,4,0,detchd,1968.0,1,326,0,0,112,0,0,0,no_fence,none,0,12,2006,wd,abnorml,108480.0,-93.61396789550781,42.03700256347656,118850.0
2.0,3.0,0.0,6.0,7.0,3.0,4.0,4.0,5.0,3.0,0.0,3.0,7.0,3.0,5.0,5.0,2.0,2198,30,rl,60,7290,no_alley_access,lvl,corner,swisu,norm,1fam,1story,1921,1950,gable,wdshing,wd shng,brkface,174,brktil,unf,0,unf,0,1228,1228,gasa,y,sbrkr,1424,0,0,1424,0,0,2,0,2,1,7,1,attchd,1921.0,1,312,0,0,90,0,0,0,no_fence,none,0,4,2008,wd,normal,,-93.6516342163086,42.01708221435547,145000.0
3.0,3.0,0.0,1.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,7.0,3.0,1.0,1.0,0.0,2872,30,rl,60,8088,grvl,lvl,inside,edwards,feedr,1fam,1story,1922,1955,gable,metalsd,metalsd,none,0,brktil,unf,0,unf,0,498,498,gasa,n,fusef,498,0,0,498,0,0,1,0,1,1,3,0,detchd,1922.0,1,216,0,0,100,0,0,0,no_fence,none,0,2,2006,conld,normal,,-93.65904235839844,42.02156066894531,112000.0
3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,1.0,7.0,3.0,5.0,5.0,0.0,1101,30,rl,60,8400,no_alley_access,bnk,inside,swisu,norm,1fam,1story,1920,1950,gable,wd sdng,wd sdng,none,0,cblock,rec,290,unf,0,0,290,gasa,n,fusef,438,0,0,438,0,0,1,0,1,1,3,0,detchd,1930.0,1,246,0,0,0,0,0,0,no_fence,none,0,1,2009,wd,normal,60000.0,-93.65178680419922,42.01756286621094,145000.0
1.0,3.0,0.0,5.0,7.0,3.0,4.0,4.0,5.0,3.0,0.0,3.0,7.0,3.0,5.0,5.0,2.0,2731,30,rl,60,8550,no_alley_access,lvl,inside,names,norm,1fam,1story,1934,1950,gable,metalsd,metalsd,none,0,cblock,blq,574,unf,0,242,816,gasa,y,sbrkr,816,0,0,816,1,0,1,0,2,1,4,1,attchd,1949.0,1,240,228,0,40,0,0,0,mnprv,none,0,7,2006,wd,normal,,-93.62357330322266,42.0391960144043,144900.0
3.0,3.0,0.0,4.0,7.0,3.0,4.0,4.0,5.0,3.0,0.0,3.0,7.0,3.0,5.0,5.0,0.0,403,30,rl,60,10200,no_alley_access,lvl,inside,sawyer,norm,1fam,1story,1940,1997,gable,wd sdng,wd sdng,none,0,pconc,unf,0,unf,0,672,672,gasa,y,sbrkr,672,0,0,672,0,0,1,0,2,1,4,0,detchd,1940.0,1,240,168,0,0,0,0,0,gdprv,none,0,8,2008,wd,normal,108000.0,-93.66067504882812,42.03369140625,152500.0
3.0,3.0,0.0,4.0,6.0,3.0,4.0,4.0,5.0,3.0,0.0,0.0,7.0,3.0,5.0,5.0,0.0,1785,30,rl,60,10230,grvl,lvl,inside,oldtown,norm,1fam,1story,1925,1950,gable,metalsd,metalsd,none,0,brktil,unf,0,unf,0,1054,1054,gasa,y,sbrkr,1078,0,0,1078,0,0,1,0,3,1,6,0,detchd,1987.0,1,264,0,0,0,0,112,0,gdwo,none,0,12,2009,wd,normal,,-93.61546325683594,42.03600311279297,118750.0
3.0,3.0,0.0,2.0,7.0,3.0,2.0,4.0,5.0,3.0,0.0,2.0,7.0,3.0,1.0,1.0,0.0,2756,30,rl,60,10410,grvl,lvl,inside,oldtown,norm,1fam,1story,1930,2001,gable,vinylsd,vinylsd,none,0,pconc,unf,0,unf,0,713,713,gasa,y,sbrkr,713,0,0,713,0,0,1,0,2,1,5,0,detchd,1936.0,1,371,0,75,161,0,0,0,no_fence,none,0,10,2006,wd,normal,,-93.61434936523438,42.03786087036133,123000.0
3.0,3.0,0.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,1790,30,rl,60,10800,grvl,lvl,corner,oldtown,norm,1fam,1story,1890,1998,gable,vinylsd,vinylsd,none,0,brktil,unf,0,unf,0,630,630,gasa,y,fusea,725,0,0,725,0,0,1,1,1,1,4,0,detchd,1959.0,1,320,0,30,0,0,0,0,no_fence,none,0,11,2009,wd,normal,,-93.61225128173828,42.0352783203125,116500.0
2.0,3.0,0.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,0.0,3.0,7.0,3.0,5.0,5.0,2.0,1184,30,rl,60,10800,grvl,lvl,inside,oldtown,norm,1fam,1story,1920,1950,hip,stucco,stucco,none,0,brktil,rec,821,unf,0,299,1120,gasa,y,sbrkr,1130,0,0,1130,1,0,1,0,2,1,5,1,detchd,1970.0,2,720,229,0,0,0,0,0,no_fence,none,0,6,2006,wd,normal,120000.0,-93.61389923095703,42.03580093383789,115000.0
