Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Longitude,Latitude
1668,20,rl,87.0,10367,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,1story,9,5,2008,2008,hip,compshg,vinylsd,vinylsd,stone,284.0,ex,ta,pconc,ex,ta,mn,glq,1015.0,unf,0.0,724.0,1739.0,gasa,ex,y,sbrkr,1743,0,0,1743,1.0,0.0,2,0,3,1,ex,8,typ,1,gd,attchd,2008.0,rfn,3.0,927.0,ta,ta,y,168,45,0,0,0,0,unknown,,unknown,0,6,2009,conli,normal,,-93.652884,42.061437
1669,20,rl,77.0,10872,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,1story,9,5,2006,2006,gable,compshg,vinylsd,vinylsd,stone,122.0,gd,ta,pconc,ex,gd,av,glq,1037.0,unf,0.0,467.0,1504.0,gasa,ex,y,sbrkr,1531,0,0,1531,1.0,0.0,2,0,2,1,ex,6,typ,1,gd,attchd,2006.0,fin,3.0,700.0,ta,ta,y,184,52,0,0,0,0,unknown,,unknown,0,2,2009,wd,normal,,-93.65476,42.060575
1670,20,rl,102.0,13514,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,nridght,norm,norm,1fam,1story,9,5,2008,2008,hip,compshg,vinylsd,vinylsd,unknown,285.0,ex,ta,pconc,ex,ta,no,glq,1142.0,unf,0.0,632.0,1774.0,gasa,ex,y,sbrkr,1808,0,0,1808,1.0,0.0,2,0,3,1,ex,7,typ,1,gd,attchd,2008.0,fin,3.0,850.0,ta,ta,y,200,26,0,0,0,0,unknown,,unknown,0,3,2009,wd,normal,,-93.652084,42.061678
1671,20,rl,90.0,12878,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,nridght,norm,norm,1fam,1story,7,5,2003,2004,hip,compshg,vinylsd,vinylsd,brkface,418.0,gd,ta,pconc,gd,ta,no,alq,1262.0,unf,0.0,498.0,1760.0,gasa,ex,y,sbrkr,1760,0,0,1760,1.0,0.0,2,0,3,1,gd,8,typ,1,gd,attchd,2003.0,fin,2.0,583.0,ta,ta,y,165,190,0,0,0,0,unknown,,unknown,0,6,2009,wd,normal,,-93.6547754,42.0598989
1672,20,rl,110.0,15274,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,nridght,norm,norm,1fam,1story,9,5,2003,2003,hip,compshg,vinylsd,vinylsd,brkface,724.0,gd,ta,pconc,ex,ta,no,glq,1972.0,unf,0.0,480.0,2452.0,gasa,ex,y,sbrkr,2452,0,0,2452,2.0,0.0,2,0,3,1,ex,10,typ,1,gd,attchd,2003.0,fin,3.0,886.0,ta,ta,y,0,116,0,0,0,0,unknown,mnprv,unknown,0,7,2009,wd,normal,,-93.65486,42.058782
1673,60,rl,96.0,13262,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,2story,8,5,2003,2004,gable,compshg,vinylsd,vinylsd,stone,186.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1082.0,1082.0,gasa,ex,y,sbrkr,1105,1295,0,2400,0.0,0.0,3,1,4,1,gd,10,typ,1,gd,builtin,2003.0,fin,3.0,730.0,ta,ta,y,114,40,0,0,0,0,unknown,,unknown,0,6,2009,wd,normal,,-93.6545189,42.058886
1674,20,rl,70.0,9658,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,1story,8,5,2006,2006,gable,compshg,vinylsd,vinylsd,stone,383.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1598.0,1598.0,gasa,gd,y,sbrkr,1606,0,0,1606,0.0,0.0,2,0,3,1,gd,6,typ,1,gd,attchd,2006.0,rfn,3.0,871.0,ta,ta,y,230,60,0,0,0,0,unknown,,unknown,0,7,2009,wd,normal,,-93.65048,42.0592
1675,120,rl,47.0,6904,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,nridght,norm,norm,twnhse,1story,6,5,2005,2005,gable,compshg,vinylsd,vinylsd,stone,240.0,gd,ta,pconc,gd,ta,av,alq,836.0,unf,0.0,522.0,1358.0,gasa,ex,y,sbrkr,1358,0,0,1358,0.0,0.0,2,0,2,1,gd,6,typ,1,gd,attchd,2005.0,rfn,2.0,484.0,ta,ta,y,192,36,0,0,0,0,unknown,,unknown,0,8,2009,wd,normal,,-93.649779,42.059177
1676,120,rl,34.0,5122,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,nridght,norm,norm,twnhs,1story,6,5,2005,2005,gable,compshg,vinylsd,vinylsd,stone,135.0,gd,ta,pconc,gd,ta,av,glq,881.0,unf,0.0,425.0,1306.0,gasa,ex,y,sbrkr,1306,0,0,1306,1.0,0.0,2,0,1,1,gd,5,typ,1,gd,attchd,2005.0,rfn,2.0,624.0,ta,ta,y,170,63,0,0,0,0,unknown,,unknown,0,3,2009,wd,normal,,-93.649723,42.059183
1677,120,rl,80.0,10307,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,nridght,norm,norm,twnhse,1story,7,5,2007,2008,gable,compshg,vinylsd,vinylsd,stone,176.0,gd,ta,pconc,gd,ta,no,glq,876.0,unf,0.0,474.0,1350.0,gasa,ex,y,sbrkr,1358,0,0,1358,1.0,0.0,2,0,2,1,gd,6,typ,1,gd,attchd,2008.0,rfn,2.0,484.0,ta,ta,y,192,26,0,0,0,0,unknown,,unknown,0,5,2009,wd,normal,,-93.650258,42.058339
1678,20,rl,100.0,14836,pave,no_alley_access,ir1,hls,allpub,inside,mod,nridght,norm,norm,1fam,1story,10,5,2004,2005,hip,compshg,cemntbd,cmentbd,stone,730.0,ex,ta,pconc,ex,ta,gd,glq,2146.0,unf,0.0,346.0,2492.0,gasa,ex,y,sbrkr,2492,0,0,2492,1.0,0.0,2,1,2,1,ex,8,typ,1,ex,attchd,2004.0,fin,3.0,949.0,ta,ta,y,226,235,0,0,0,0,unknown,,unknown,0,2,2009,wd,abnorml,,-93.655483,42.057177
1679,20,rl,117.0,15262,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,nridght,norm,norm,1fam,1story,8,5,2003,2004,hip,compshg,vinylsd,vinylsd,brkface,470.0,gd,ta,pconc,ex,ta,gd,glq,1557.0,unf,0.0,643.0,2200.0,gasa,ex,y,sbrkr,2200,0,0,2200,1.0,0.0,2,1,3,1,ex,8,typ,1,gd,attchd,2003.0,fin,3.0,685.0,ta,ta,y,208,55,0,0,0,0,unknown,,unknown,0,7,2009,wd,normal,,-93.6552449,42.05851
1680,120,rl,44.0,7390,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,nridght,norm,norm,twnhse,1story,9,5,2008,2009,hip,compshg,metalsd,metalsd,brkface,308.0,ex,ta,pconc,ex,ta,no,glq,800.0,unf,0.0,1084.0,1884.0,gasa,ex,y,sbrkr,1884,0,0,1884,1.0,0.0,2,0,2,1,ex,6,typ,1,gd,attchd,2008.0,fin,2.0,649.0,ta,ta,y,231,90,0,0,0,0,unknown,,unknown,0,5,2009,new,partial,,-93.654204,42.057164
1681,120,rl,48.0,6472,pave,no_alley_access,reg,lvl,allpub,inside,gtl,nridght,norm,norm,twnhse,1story,9,5,2008,2008,hip,compshg,vinylsd,vinylsd,brkface,500.0,ex,ta,pconc,ex,ta,no,unf,0.0,unf,0.0,1451.0,1451.0,gasa,ex,y,sbrkr,1456,0,0,1456,0.0,0.0,2,0,2,1,ex,6,typ,1,gd,attchd,2008.0,rfn,2.0,539.0,ta,ta,y,192,42,0,0,0,0,unknown,,unknown,0,4,2009,wd,normal,,-93.654215,42.057089
1682,20,rl,129.0,16770,pave,no_alley_access,reg,lvl,allpub,corner,gtl,nridght,norm,norm,1fam,1story,8,5,2002,2003,hip,compshg,vinylsd,vinylsd,brkface,270.0,gd,ta,pconc,ex,ta,gd,glq,1196.0,unf,0.0,516.0,1712.0,gasa,ex,y,sbrkr,1712,0,0,1712,1.0,0.0,2,0,3,1,gd,8,typ,1,gd,attchd,2002.0,rfn,3.0,701.0,ta,ta,y,218,183,0,0,0,0,unknown,,unknown,0,9,2009,wd,normal,,-93.654405,42.057019
1683,120,rl,48.0,3480,pave,no_alley_access,reg,lvl,allpub,inside,gtl,nridght,norm,norm,twnhse,1story,7,5,2003,2003,gable,compshg,vinylsd,vinylsd,stone,163.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1405.0,1405.0,gasa,ex,y,sbrkr,1405,0,0,1405,0.0,0.0,2,0,2,1,gd,6,typ,1,ta,attchd,2003.0,rfn,2.0,478.0,ta,ta,y,148,36,0,0,0,0,unknown,,unknown,0,11,2009,wd,normal,,-93.651014,42.057277
1684,60,rl,63.0,10928,pave,no_alley_access,reg,lvl,allpub,inside,gtl,gilbert,rran,norm,1fam,2story,7,5,2005,2005,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,gd,no,unf,0.0,unf,0.0,728.0,728.0,gasa,ex,y,sbrkr,728,728,0,1456,0.0,0.0,2,1,3,1,gd,8,typ,1,gd,attchd,2005.0,fin,2.0,390.0,ta,ta,y,100,0,0,0,0,0,unknown,,unknown,0,6,2009,wd,normal,,-93.645752,42.06232
1685,60,rl,57.0,8918,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,6,5,2005,2006,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,av,unf,0.0,unf,0.0,745.0,745.0,gasa,ex,y,sbrkr,745,745,0,1490,0.0,0.0,2,1,3,1,gd,7,typ,1,gd,attchd,2005.0,fin,2.0,392.0,ta,ta,y,36,20,0,0,0,0,unknown,,unknown,0,7,2009,wd,normal,,-93.64466,42.063183
1686,120,rl,43.0,3182,pave,no_alley_access,reg,lvl,allpub,inside,gtl,blmngtn,norm,norm,twnhse,1story,7,5,2005,2006,gable,compshg,vinylsd,vinylsd,brkface,16.0,gd,ta,pconc,gd,ta,av,glq,16.0,unf,0.0,1204.0,1220.0,gasa,ex,y,sbrkr,1220,0,0,1220,0.0,0.0,2,0,2,1,gd,5,typ,1,gd,attchd,2005.0,fin,2.0,397.0,ta,ta,y,100,16,0,0,0,0,unknown,,unknown,0,8,2009,wd,normal,,-93.642911,42.062081
1687,80,rl,59.0,9434,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,slvl,7,5,2004,2005,gable,compshg,wdshing,wd shng,unknown,0.0,gd,ta,pconc,gd,ta,mn,unf,0.0,unf,0.0,384.0,384.0,gasa,ex,y,sbrkr,744,630,0,1374,0.0,0.0,2,1,3,1,gd,6,typ,1,gd,builtin,2004.0,fin,2.0,400.0,ta,ta,y,100,0,0,0,0,0,unknown,,unknown,0,8,2009,wd,normal,,-93.644106,42.061739
1688,60,rl,62.0,7984,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,7,5,2004,2005,gable,compshg,vinylsd,vinylsd,brkface,200.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,868.0,868.0,gasa,ex,y,sbrkr,868,762,0,1630,0.0,0.0,2,1,3,1,gd,7,typ,1,gd,builtin,2004.0,fin,2.0,436.0,ta,ta,y,120,48,0,0,0,0,unknown,,unknown,0,9,2009,wd,normal,,-93.641772,42.061149
1689,60,rl,61.0,10125,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,7,5,2004,2004,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,mn,unf,0.0,unf,0.0,846.0,846.0,gasa,ex,y,sbrkr,846,748,0,1594,0.0,0.0,2,1,3,1,gd,7,typ,1,gd,attchd,2004.0,fin,2.0,434.0,ta,ta,y,300,48,0,0,0,0,unknown,mnprv,unknown,0,7,2009,wd,normal,,-93.642626,42.061656
1690,60,rl,,8965,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,7,5,2003,2003,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,no,glq,652.0,unf,0.0,130.0,782.0,gasa,ex,y,sbrkr,806,683,0,1489,1.0,0.0,2,1,3,1,gd,8,typ,1,gd,attchd,2003.0,fin,2.0,400.0,ta,ta,y,0,75,0,0,0,0,unknown,,unknown,0,6,2009,wd,normal,,-93.640051,42.061365
1691,60,rl,,8174,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,7,5,2003,2003,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,no,glq,494.0,unf,0.0,204.0,698.0,gasa,ex,y,sbrkr,698,644,0,1342,1.0,0.0,2,1,3,1,gd,7,typ,1,ta,attchd,2003.0,fin,2.0,393.0,ta,ta,y,100,56,0,0,0,0,unknown,,unknown,0,5,2009,wd,normal,,-93.640065,42.063283
1692,60,rl,,12891,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,gilbert,norm,norm,1fam,2story,8,5,2002,2002,gable,compshg,vinylsd,vinylsd,unknown,,gd,ta,pconc,ex,ta,no,glq,651.0,unf,0.0,219.0,870.0,gasa,ex,y,sbrkr,878,1126,0,2004,1.0,0.0,2,1,4,1,gd,8,typ,1,gd,builtin,2002.0,fin,3.0,644.0,ta,ta,y,0,48,0,0,0,0,unknown,,unknown,0,7,2009,wd,normal,,-93.642932,42.059481
1693,80,rl,61.0,9734,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,gilbert,rran,norm,1fam,slvl,7,5,2004,2004,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,mn,glq,241.0,rec,113.0,30.0,384.0,gasa,ex,y,sbrkr,744,630,0,1374,0.0,0.0,2,1,3,1,gd,7,typ,0,,builtin,2004.0,fin,2.0,400.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,5,2009,wd,normal,,-93.644251,42.059605
1694,60,rl,42.0,8433,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,6,5,2000,2000,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,pconc,gd,ta,no,glq,683.0,unf,0.0,111.0,794.0,gasa,ex,y,sbrkr,819,695,0,1514,1.0,0.0,2,1,3,1,ta,7,typ,1,ta,attchd,2000.0,fin,2.0,394.0,ta,ta,y,0,72,0,0,0,0,unknown,,unknown,0,6,2009,wd,normal,,-93.641313,42.057834
1695,80,rl,62.0,7750,pave,no_alley_access,reg,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,slvl,7,5,1999,2000,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,384.0,384.0,gasa,ex,y,sbrkr,774,656,0,1430,0.0,0.0,2,1,3,1,ta,7,typ,1,ta,builtin,1999.0,rfn,2.0,400.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,3,2009,wd,normal,,-93.641303,42.057833
1696,60,rl,,15896,pave,no_alley_access,ir2,lvl,allpub,culdsac,gtl,gilbert,rrnn,norm,1fam,2story,7,5,1999,1999,gable,compshg,vinylsd,vinylsd,brkface,210.0,gd,ta,pconc,gd,ta,no,alq,913.0,unf,0.0,264.0,1177.0,gasa,ex,y,sbrkr,1223,1089,0,2312,1.0,0.0,2,1,4,1,gd,8,typ,1,ta,builtin,1999.0,fin,3.0,658.0,ta,ta,y,298,0,0,0,0,0,unknown,,unknown,0,5,2009,wd,normal,,-93.641367,42.057098
1697,80,rl,64.0,7848,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,slvl,7,6,1999,1999,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,pconc,ta,ta,no,unf,0.0,unf,0.0,384.0,384.0,gasa,ex,y,sbrkr,774,656,0,1430,0.0,0.0,2,1,3,1,ta,7,typ,1,ta,builtin,1999.0,fin,2.0,410.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,6,2009,wd,normal,,-93.640879,42.058668
1698,60,rl,106.0,12720,pave,no_alley_access,reg,lvl,allpub,inside,gtl,noridge,norm,norm,1fam,2story,8,5,2000,2000,gable,compshg,vinylsd,vinylsd,brkface,150.0,gd,ta,pconc,gd,ta,mn,glq,1173.0,unf,0.0,282.0,1455.0,gasa,ex,y,sbrkr,1466,1221,0,2687,1.0,0.0,2,1,4,1,gd,10,typ,2,ta,builtin,2000.0,rfn,3.0,810.0,ta,ta,y,252,30,0,0,0,0,unknown,,unknown,0,9,2009,wd,normal,,-93.650957,42.055626
1699,20,rl,,10750,pave,no_alley_access,ir1,lvl,allpub,culdsac,gtl,noridge,norm,norm,1fam,1story,8,5,1994,1995,hip,compshg,wd sdng,wd sdng,brkface,634.0,gd,ta,pconc,gd,ta,av,blq,236.0,glq,1526.0,262.0,2024.0,gasa,ex,y,sbrkr,2063,0,0,2063,1.0,0.0,2,0,3,1,gd,7,typ,2,gd,attchd,1994.0,fin,3.0,815.0,ta,ta,y,182,56,0,0,0,0,unknown,,unknown,0,6,2009,wd,normal,,-93.655988,42.050411
1700,60,rl,79.0,9085,pave,no_alley_access,reg,lvl,allpub,inside,gtl,noridge,norm,norm,1fam,2story,7,5,1995,1996,gable,compshg,vinylsd,vinylsd,brkface,286.0,gd,ta,pconc,gd,ta,no,glq,816.0,unf,0.0,254.0,1070.0,gasa,ex,y,sbrkr,1094,967,0,2061,1.0,0.0,2,1,3,1,gd,7,typ,1,ta,attchd,1995.0,fin,2.0,647.0,ta,ta,y,296,102,209,0,0,0,unknown,,unknown,0,11,2009,wd,normal,,-93.651503,42.05161
1701,60,rl,,11692,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,noridge,norm,norm,1fam,2story,8,5,1993,1994,gable,compshg,hdboard,hdboard,brkface,372.0,gd,ta,pconc,gd,ta,no,glq,624.0,unf,0.0,549.0,1173.0,gasa,ex,y,sbrkr,1215,1017,0,2232,1.0,0.0,2,1,3,1,gd,8,typ,1,ta,attchd,1993.0,rfn,2.0,623.0,ta,ta,y,173,165,0,0,0,0,unknown,,unknown,0,10,2009,wd,normal,,-93.652117,42.050215
1702,20,rl,86.0,11194,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,somerst,posn,norm,1fam,1story,8,5,2008,2008,gable,compshg,vinylsd,vinylsd,stone,240.0,gd,ta,pconc,gd,ta,mn,unf,0.0,unf,0.0,1696.0,1696.0,gasa,ex,y,sbrkr,1696,0,0,1696,0.0,0.0,2,0,3,1,gd,7,typ,0,,attchd,2008.0,rfn,3.0,972.0,ta,ta,y,120,56,0,0,0,0,unknown,,unknown,0,9,2009,wd,normal,,-93.64247,42.055036
1703,20,rl,78.0,10206,pave,no_alley_access,reg,lvl,allpub,inside,gtl,somerst,posn,norm,1fam,1story,8,5,2008,2008,gable,compshg,vinylsd,vinylsd,brkface,294.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1614.0,1614.0,gasa,ex,y,sbrkr,1658,0,0,1658,0.0,0.0,2,1,3,1,gd,7,typ,1,gd,attchd,2008.0,fin,3.0,726.0,ta,ta,y,144,44,0,0,0,0,unknown,,unknown,0,9,2009,wd,normal,,-93.642553,42.054302
1704,20,rl,85.0,10130,pave,no_alley_access,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,8,5,2007,2007,gable,compshg,vinylsd,vinylsd,stone,260.0,gd,ta,pconc,gd,ta,av,glq,1294.0,unf,0.0,408.0,1702.0,gasa,ex,y,sbrkr,1702,0,0,1702,1.0,0.0,2,0,3,1,gd,7,typ,1,gd,attchd,2007.0,rfn,3.0,844.0,ta,ta,y,0,69,0,0,0,0,unknown,,unknown,0,3,2009,wd,normal,,-93.642579,42.054151
1705,20,rl,76.0,9139,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,8,5,2006,2006,hip,compshg,vinylsd,vinylsd,stone,206.0,gd,ta,pconc,ex,ta,av,glq,379.0,unf,0.0,1043.0,1422.0,gasa,ex,y,sbrkr,1432,0,0,1432,0.0,0.0,2,0,3,1,gd,7,typ,1,gd,attchd,2006.0,fin,2.0,492.0,ta,ta,y,297,50,0,0,0,0,unknown,,unknown,0,9,2009,wd,normal,,-93.64236,42.053212
1706,20,rl,85.0,11128,pave,no_alley_access,reg,lvl,allpub,corner,gtl,somerst,posn,posn,1fam,1story,9,5,2005,2006,hip,compshg,vinylsd,vinylsd,stone,198.0,ex,ta,pconc,ex,ta,gd,glq,2158.0,unf,0.0,300.0,2458.0,gasa,ex,y,sbrkr,2490,0,0,2490,1.0,0.0,2,0,2,1,ex,9,typ,2,gd,attchd,2005.0,fin,3.0,795.0,ta,ta,y,70,226,0,0,0,0,unknown,gdprv,unknown,0,10,2009,wd,normal,,-93.641296,42.053108
1707,20,fv,90.0,7993,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,7,5,2008,2009,gable,compshg,vinylsd,vinylsd,unknown,,gd,ta,pconc,ex,ta,no,unf,0.0,unf,0.0,1436.0,1436.0,gasa,ex,y,sbrkr,1436,0,0,1436,0.0,0.0,2,0,3,1,gd,6,typ,0,,attchd,2008.0,fin,2.0,529.0,ta,ta,y,0,121,0,0,0,0,unknown,,unknown,0,10,2009,new,partial,,-93.650417,42.051645
1708,20,fv,72.0,8640,pave,no_alley_access,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,7,5,2008,2008,hip,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1402.0,1402.0,gasa,ex,y,sbrkr,1402,0,0,1402,0.0,0.0,2,0,3,1,gd,7,typ,0,,attchd,2008.0,rfn,2.0,625.0,ta,ta,y,205,126,0,0,0,0,unknown,,unknown,0,5,2009,wd,normal,,-93.650338,42.051652
1709,20,fv,112.0,12606,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,9,5,2007,2008,gable,compshg,vinylsd,vinylsd,stone,120.0,gd,ta,pconc,gd,ta,av,unf,0.0,unf,0.0,1530.0,1530.0,gasa,ex,y,sbrkr,1530,0,0,1530,0.0,0.0,2,0,3,1,gd,7,typ,1,gd,attchd,2008.0,rfn,3.0,984.0,ta,ta,y,212,136,0,0,0,0,unknown,,unknown,0,5,2009,wd,normal,,-93.648275,42.050406
1710,20,fv,75.0,7500,pave,no_alley_access,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,8,5,2006,2007,gable,compshg,vinylsd,vinylsd,stone,238.0,gd,ta,pconc,gd,ta,no,glq,24.0,unf,0.0,1348.0,1372.0,gasa,ex,y,sbrkr,1448,0,0,1448,0.0,0.0,2,0,2,1,gd,6,typ,1,gd,attchd,2006.0,rfn,2.0,692.0,ta,ta,y,0,140,0,0,0,0,unknown,,unknown,0,6,2009,wd,normal,,-93.648778,42.051795
1711,60,fv,84.0,10603,pave,no_alley_access,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,2story,8,5,2006,2006,hip,compshg,vinylsd,vinylsd,stone,121.0,gd,ta,pconc,ex,gd,no,glq,682.0,unf,0.0,218.0,900.0,gasa,ex,y,sbrkr,909,886,0,1795,1.0,0.0,2,1,3,1,gd,8,typ,1,gd,attchd,2006.0,fin,3.0,782.0,ta,ta,y,168,45,0,0,0,0,unknown,,unknown,0,7,2009,wd,normal,,-93.64287,42.052346
1712,20,fv,65.0,8125,pave,no_alley_access,reg,lvl,allpub,corner,gtl,somerst,norm,norm,1fam,1story,8,5,2008,2009,hip,compshg,vinylsd,vinylsd,brkface,288.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1836.0,1836.0,gasa,ex,y,sbrkr,1836,0,0,1836,0.0,0.0,2,0,3,1,gd,8,typ,1,gd,attchd,2009.0,fin,2.0,517.0,ta,ta,y,0,175,0,0,0,0,unknown,,unknown,0,10,2009,new,partial,,-93.643752,42.051378
1713,20,fv,85.0,10625,pave,no_alley_access,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,7,5,2006,2007,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,no,glq,1430.0,unf,0.0,222.0,1652.0,gasa,ex,y,sbrkr,1662,0,0,1662,1.0,0.0,2,0,3,1,ex,8,typ,1,gd,attchd,2006.0,rfn,3.0,711.0,ta,ta,y,168,120,0,0,0,0,unknown,,unknown,0,3,2009,wd,normal,,-93.640847,42.052122
1714,20,fv,68.0,8736,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,7,5,2003,2004,gable,compshg,vinylsd,wd shng,unknown,0.0,gd,ta,pconc,gd,ta,no,glq,771.0,alq,360.0,422.0,1553.0,gasa,ex,y,sbrkr,1553,0,0,1553,1.0,0.0,2,0,3,1,gd,6,typ,0,,attchd,2003.0,rfn,2.0,588.0,ta,ta,y,192,88,0,0,0,0,unknown,,unknown,0,8,2009,wd,normal,,-93.641501,42.051251
1715,60,fv,65.0,8127,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,2story,7,5,2003,2003,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,no,glq,410.0,unf,0.0,402.0,812.0,gasa,ex,y,sbrkr,812,841,0,1653,1.0,0.0,2,1,3,1,gd,6,typ,0,,attchd,2003.0,rfn,2.0,628.0,ta,ta,y,0,45,0,0,0,0,unknown,,unknown,0,3,2009,wd,normal,,-93.639832,42.050895
1716,20,rl,80.0,9605,pave,no_alley_access,reg,lvl,allpub,corner,gtl,sawyerw,norm,norm,1fam,1story,7,6,2007,2007,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1218.0,1218.0,gasa,ex,y,sbrkr,1218,0,0,1218,0.0,0.0,1,1,3,1,gd,6,typ,0,,detchd,2007.0,rfn,2.0,576.0,ta,ta,y,0,178,0,0,0,0,unknown,,unknown,0,4,2009,wd,normal,,-93.69153,42.037557
1717,20,rl,63.0,7500,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyerw,norm,norm,1fam,1story,7,5,2006,2006,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,gd,no,glq,54.0,unf,0.0,1087.0,1141.0,gasa,ex,y,sbrkr,1141,0,0,1141,1.0,0.0,1,1,3,1,gd,6,typ,0,,detchd,2006.0,rfn,2.0,484.0,ta,ta,y,182,0,0,0,0,0,unknown,,unknown,0,6,2009,wd,normal,,-93.692017,42.037611
