Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Median_n_Closest_SalePrice
1504,60,fv,68.0,7379,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,2story,8,5,2000,2000,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,no,glq,484.0,unf,0.0,491.0,975.0,gasa,ex,y,sbrkr,975,873,0,1848,1.0,0.0,2,1,3,1,gd,7,typ,1,ta,attchd,2000.0,rfn,2.0,592.0,ta,ta,y,280,184,0,0,0,0,unknown,,unknown,0,4,2010,wd,normal,,173250.0
1505,20,fv,80.0,8000,pave,no_alley_access,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,7,5,2002,2002,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,no,glq,833.0,unf,0.0,659.0,1492.0,gasa,ex,y,sbrkr,1492,0,0,1492,1.0,0.0,2,0,3,1,gd,6,typ,1,gd,attchd,2002.0,rfn,2.0,596.0,ta,ta,y,277,137,0,0,0,0,unknown,,unknown,0,4,2010,wd,normal,,193700.0
1506,20,rl,,10456,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,nwames,norm,norm,1fam,1story,6,6,1967,1967,hip,compshg,hdboard,hdboard,brkface,120.0,ta,ta,cblock,ta,ta,no,glq,506.0,unf,0.0,1323.0,1829.0,gasa,gd,y,sbrkr,1829,0,0,1829,1.0,0.0,2,0,4,1,ta,8,typ,0,,attchd,1967.0,rfn,2.0,535.0,ta,ta,y,0,76,0,0,0,0,unknown,,unknown,0,5,2010,wd,normal,,174000.0
1507,60,rl,80.0,10791,pave,no_alley_access,reg,lvl,allpub,inside,gtl,nwames,norm,norm,1fam,2story,6,5,1993,1993,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,pconc,gd,ta,mn,glq,1137.0,unf,0.0,143.0,1280.0,gasa,ex,y,sbrkr,1280,1215,0,2495,1.0,0.0,2,1,4,1,gd,9,typ,1,ta,attchd,1993.0,unf,2.0,660.0,ta,ta,y,224,32,0,0,0,0,unknown,,unknown,0,3,2010,wd,normal,,197000.0
1508,50,rl,,18837,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,nwames,norm,norm,1fam,1.5fin,6,5,1978,1978,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,pconc,gd,ta,mn,alq,687.0,lwq,46.0,491.0,1224.0,gasa,ta,y,sbrkr,1287,604,0,1891,0.0,1.0,3,0,3,1,ta,7,typ,1,ta,attchd,1978.0,rfn,2.0,678.0,ta,ta,y,0,69,0,0,0,0,unknown,,unknown,0,4,2010,wd,normal,,200750.0
1509,60,rl,80.0,9600,pave,no_alley_access,reg,lvl,allpub,inside,gtl,nwames,norm,norm,1fam,2story,6,6,1971,1971,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,cblock,ta,ta,no,alq,329.0,unf,0.0,386.0,715.0,gasa,ta,y,sbrkr,930,715,0,1645,0.0,0.0,1,2,4,1,ta,7,typ,0,,attchd,1971.0,rfn,2.0,441.0,ta,ta,y,0,78,0,0,0,0,unknown,gdwo,unknown,0,6,2010,wd,normal,,197500.0
1510,20,rl,80.0,9600,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,5,1966,1966,hip,compshg,vinylsd,vinylsd,brkface,172.0,ta,ta,cblock,ta,ta,no,rec,698.0,unf,0.0,534.0,1232.0,gasa,ta,y,sbrkr,1232,0,0,1232,1.0,0.0,1,1,3,1,ta,6,typ,0,,attchd,1966.0,rfn,2.0,490.0,ta,ta,y,0,224,0,0,0,0,unknown,,unknown,0,4,2010,wd,normal,,142600.0
1511,20,rl,90.0,9900,pave,no_alley_access,reg,lvl,allpub,corner,gtl,names,norm,norm,1fam,1story,5,5,1966,1966,hip,compshg,hdboard,hdboard,unknown,0.0,ta,ta,pconc,gd,ta,no,blq,1059.0,unf,0.0,150.0,1209.0,gasa,gd,y,sbrkr,1209,0,0,1209,1.0,0.0,1,0,3,1,ta,6,typ,0,,attchd,1966.0,rfn,2.0,504.0,ta,ta,y,0,0,120,0,0,0,unknown,,unknown,0,4,2010,conld,normal,,160000.0
1512,20,rl,88.0,9680,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,6,1967,1967,gable,compshg,wd sdng,plywood,brkface,268.0,ta,ta,cblock,ta,ta,no,blq,1010.0,unf,0.0,500.0,1510.0,gasa,ex,y,sbrkr,1510,0,0,1510,1.0,0.0,2,0,3,1,gd,6,typ,0,,attchd,1967.0,rfn,2.0,517.0,ta,ta,y,0,40,0,0,204,0,unknown,gdprv,unknown,0,4,2010,wd,normal,,159000.0
1513,80,rl,,10600,pave,pave,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,slvl,6,5,1964,1964,gable,compshg,hdboard,hdboard,unknown,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,533.0,533.0,gasa,ta,y,sbrkr,1131,644,0,1775,0.0,0.0,2,0,3,1,ta,8,typ,0,,attchd,1964.0,unf,2.0,480.0,ta,ta,y,0,172,0,0,0,0,unknown,,unknown,0,5,2010,cod,family,,159000.0
1514,90,rl,98.0,13260,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,names,norm,norm,duplex,1story,5,6,1962,2001,hip,compshg,hdboard,hdboard,brkface,144.0,ta,ta,cblock,ta,ta,no,blq,1500.0,unf,0.0,228.0,1728.0,gasa,ta,y,sbrkr,1728,0,0,1728,2.0,0.0,2,0,6,2,ta,10,typ,0,,no_garage,,no_garage,0.0,0.0,,,y,0,0,0,0,0,0,unknown,,unknown,0,1,2010,oth,abnorml,,140500.0
1515,50,rl,68.0,9724,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1.5fin,5,7,1952,2002,gable,compshg,metalsd,metalsd,brkface,265.0,gd,ta,cblock,ta,ta,no,lwq,670.0,unf,0.0,470.0,1140.0,gasa,gd,y,sbrkr,1929,532,0,2461,0.0,0.0,2,0,3,1,ta,7,min2,2,gd,detchd,1994.0,unf,2.0,400.0,ta,ta,y,0,0,0,0,0,0,unknown,gdwo,unknown,0,3,2010,wd,normal,,137000.0
1516,50,rl,120.0,17360,pave,no_alley_access,reg,lvl,allpub,corner,gtl,names,artery,norm,1fam,1.5fin,6,6,1949,1950,gable,compshg,metalsd,metalsd,stone,340.0,ta,gd,cblock,ta,ta,no,rec,300.0,unf,0.0,482.0,782.0,gasa,ta,y,sbrkr,1019,537,0,1556,0.0,0.0,2,0,3,1,ta,6,typ,1,gd,attchd,1949.0,unf,2.0,470.0,ta,ta,y,0,0,150,0,0,0,unknown,,unknown,0,1,2010,wd,normal,,137450.0
1517,85,rl,75.0,11380,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,sfoyer,6,8,1966,2008,gable,compshg,hdboard,hdboard,brkface,216.0,ta,ta,cblock,ta,ta,gd,glq,944.0,unf,0.0,136.0,1080.0,gasa,gd,y,sbrkr,1128,0,0,1128,1.0,0.0,1,0,2,1,gd,5,typ,1,gd,attchd,1966.0,unf,1.0,315.0,ta,ta,y,238,0,0,0,0,0,unknown,,shed,1500,1,2010,wd,normal,,165000.0
1518,90,rl,70.0,8267,pave,no_alley_access,reg,lvl,allpub,corner,gtl,names,feedr,norm,duplex,1story,5,5,1958,1958,gable,compshg,hdboard,hdboard,unknown,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,1604.0,1604.0,gasa,ta,y,sbrkr,1604,0,0,1604,0.0,0.0,2,0,4,2,ta,8,typ,0,,attchd,1958.0,unf,2.0,576.0,ta,ta,y,42,0,0,0,0,0,unknown,,unknown,0,3,2010,wd,normal,,144000.0
1519,20,rl,70.0,8197,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,7,5,2003,2009,gable,compshg,vinylsd,vinylsd,brkface,506.0,gd,ta,pconc,gd,ta,no,glq,1188.0,unf,0.0,292.0,1480.0,gasa,ex,y,sbrkr,1480,0,0,1480,1.0,0.0,2,0,3,1,gd,7,typ,0,,attchd,2003.0,rfn,2.0,620.0,ta,ta,y,252,73,0,0,0,0,unknown,mnprv,shed,300,2,2010,wd,normal,,141500.0
1520,20,rl,,8050,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,5,1959,1959,hip,compshg,metalsd,metalsd,brkface,150.0,ta,ta,cblock,ta,ta,no,blq,856.0,rec,162.0,125.0,1143.0,gasa,ta,y,sbrkr,1143,0,0,1143,1.0,0.0,1,0,3,1,ta,6,typ,0,,attchd,1959.0,rfn,1.0,308.0,ta,ta,y,0,0,0,0,0,0,unknown,gdprv,unknown,0,5,2010,wd,normal,,139200.0
1521,20,rl,87.0,10725,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,5,1959,1959,hip,compshg,metalsd,metalsd,brkface,91.0,ta,ta,cblock,ta,ta,no,rec,936.0,unf,0.0,270.0,1206.0,gasa,fa,y,sbrkr,1206,0,0,1206,0.0,0.0,1,0,3,1,ta,6,typ,0,,attchd,1959.0,rfn,1.0,312.0,ta,ta,y,0,21,0,0,0,0,unknown,,unknown,0,5,2010,wd,normal,,148000.0
1522,20,rl,80.0,10032,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,6,5,1959,1959,gable,compshg,wd sdng,wd sdng,stone,432.0,ta,ta,cblock,ta,ta,no,rec,734.0,unf,0.0,510.0,1244.0,gasa,ex,y,sbrkr,1580,0,0,1580,1.0,0.0,1,1,3,1,ta,6,typ,2,gd,attchd,1956.0,unf,2.0,440.0,ta,ta,y,0,28,0,0,160,0,unknown,gdwo,unknown,0,6,2010,wd,normal,,146625.0
1523,50,rl,60.0,8382,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1.5fin,4,5,1956,1956,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,832.0,832.0,gasa,ta,y,fusea,832,505,0,1337,0.0,0.0,1,0,3,1,ta,5,typ,0,,attchd,1956.0,unf,1.0,263.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,2,2010,wd,normal,,142000.0
1524,20,rl,60.0,10950,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,7,1952,1952,gable,compshg,wdshing,wd shng,unknown,0.0,ta,ta,cblock,ta,ta,no,blq,339.0,unf,0.0,525.0,864.0,gasa,ta,y,sbrkr,1064,0,0,1064,0.0,1.0,1,0,2,1,fa,4,typ,0,,detchd,1952.0,unf,1.0,318.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,5,2010,wd,normal,,139000.0
1525,20,rl,119.0,10895,pave,no_alley_access,reg,lvl,allpub,corner,gtl,names,norm,norm,1fam,1story,5,6,1955,1955,gable,compshg,metalsd,metalsd,unknown,0.0,ta,gd,cblock,ta,ta,no,rec,648.0,unf,0.0,324.0,972.0,gasa,ta,y,sbrkr,972,0,0,972,0.0,0.0,1,0,3,1,ta,5,typ,0,,attchd,1955.0,unf,1.0,305.0,ta,ta,y,0,0,205,0,0,0,unknown,gdwo,unknown,0,6,2010,wd,normal,,137480.0
1526,190,rl,70.0,13587,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,2fmcon,1story,5,5,1958,1958,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,cblock,ta,ta,av,rec,532.0,unf,0.0,456.0,988.0,gasa,ta,y,sbrkr,988,0,0,988,1.0,0.0,1,0,2,1,ta,5,typ,0,,attchd,1958.0,unf,1.0,264.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,4,2010,wd,abnorml,,126000.0
1527,30,rl,65.0,7898,pave,no_alley_access,reg,lvl,allpub,corner,gtl,names,norm,norm,1fam,1story,4,7,1920,1994,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,brktil,ta,ta,no,unf,0.0,unf,0.0,576.0,576.0,gasa,gd,y,sbrkr,985,0,0,985,0.0,1.0,1,0,2,1,ta,4,typ,0,,detchd,1989.0,unf,2.0,676.0,ta,ta,n,0,0,0,0,0,0,unknown,,unknown,0,4,2010,wd,normal,,117750.0
1528,50,rl,60.0,8064,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,artery,norm,1fam,1.5fin,6,8,1948,2004,gable,compshg,wdshing,wd shng,unknown,0.0,ta,ta,cblock,ta,ta,no,alq,481.0,rec,174.0,161.0,816.0,gasa,ta,y,sbrkr,816,408,0,1224,1.0,0.0,1,0,3,1,ta,5,typ,0,,detchd,1950.0,unf,1.0,280.0,ta,ta,y,414,0,0,0,0,0,unknown,gdwo,unknown,0,5,2010,wd,normal,,114550.0
1529,20,rl,81.0,7635,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,names,norm,norm,1fam,1story,5,6,1960,1960,gable,compshg,brkface,wd sdng,unknown,0.0,ta,ta,cblock,ta,ta,no,rec,588.0,lwq,350.0,237.0,1175.0,gasa,ex,y,sbrkr,1175,0,0,1175,0.0,0.0,1,1,3,1,ta,6,typ,0,,detchd,1960.0,rfn,2.0,484.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,6,2010,wd,normal,,136900.0
1530,20,rl,80.0,9760,pave,no_alley_access,reg,lvl,allpub,inside,mod,names,norm,norm,1fam,1story,6,7,1963,1984,hip,compshg,wd sdng,wd sdng,brkface,218.0,ta,ta,cblock,ta,ta,gd,blq,717.0,lwq,263.0,415.0,1395.0,gasa,ta,y,sbrkr,1395,0,0,1395,1.0,0.0,1,0,2,1,ta,7,min1,1,ta,attchd,1963.0,rfn,2.0,440.0,ta,ta,y,657,0,113,0,240,0,unknown,,unknown,0,5,2010,wd,normal,,147000.0
1531,50,rm,60.0,4800,pave,no_alley_access,reg,lvl,allpub,corner,gtl,oldtown,norm,norm,1fam,1.5fin,4,5,1900,1954,hip,compshg,wd sdng,wd sdng,brkface,771.0,ta,ta,pconc,ta,ta,no,alq,48.0,unf,0.0,661.0,709.0,gasa,ta,y,sbrkr,1157,687,0,1844,1.0,0.0,1,0,3,1,ta,9,min2,2,gd,basment,1900.0,unf,1.0,240.0,ta,ta,y,84,0,0,0,0,0,unknown,,unknown,0,1,2010,cod,abnorml,,115000.0
1532,30,rm,56.0,4485,pave,grvl,reg,lvl,allpub,inside,gtl,oldtown,artery,norm,1fam,1story,5,7,1920,1950,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,pconc,ta,ta,no,blq,579.0,unf,0.0,357.0,936.0,gasa,ta,y,sbrkr,936,0,0,936,1.0,0.0,1,0,2,1,ta,5,typ,1,gd,no_garage,,no_garage,0.0,0.0,,,p,51,0,135,0,0,0,unknown,mnprv,unknown,0,5,2010,wd,normal,,115000.0
1533,20,rm,69.0,5805,pave,grvl,reg,bnk,allpub,inside,mod,oldtown,norm,norm,1fam,1story,5,7,1957,1957,hip,compshg,metalsd,metalsd,unknown,0.0,ta,ta,cblock,ta,ta,mn,blq,274.0,rec,1073.0,0.0,1347.0,gasa,gd,y,sbrkr,1347,0,0,1347,1.0,1.0,1,0,3,1,gd,6,typ,0,,detchd,1957.0,unf,2.0,551.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,6,2010,wd,normal,,119000.0
1534,45,rm,50.0,6900,pave,no_alley_access,reg,lvl,allpub,corner,gtl,oldtown,norm,norm,1fam,1.5fin,6,7,1938,2000,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,827.0,827.0,gasa,gd,y,sbrkr,827,424,0,1251,0.0,0.0,1,0,3,1,fa,6,typ,0,,detchd,1938.0,unf,1.0,240.0,fa,ta,n,0,0,0,0,0,0,unknown,,unknown,0,1,2010,wd,normal,,123750.0
1535,50,rm,69.0,11851,pave,no_alley_access,reg,lvl,allpub,inside,gtl,oldtown,artery,norm,1fam,1.5fin,5,7,1948,2009,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,gd,brktil,ta,ta,no,blq,780.0,unf,0.0,247.0,1027.0,gasa,ex,y,sbrkr,1027,606,0,1633,0.0,0.0,1,0,3,1,gd,7,typ,1,gd,detchd,1948.0,unf,1.0,240.0,ta,ta,y,0,100,126,0,0,0,unknown,,unknown,0,6,2010,wd,normal,,134500.0
1536,50,rm,,8239,pave,no_alley_access,reg,lvl,allpub,inside,gtl,oldtown,artery,norm,1fam,1.5fin,5,6,1920,1962,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,brktil,ta,ta,no,rec,176.0,unf,0.0,832.0,1008.0,gasa,ta,y,sbrkr,1060,185,0,1245,0.0,0.0,1,0,3,1,ta,6,typ,0,,detchd,1962.0,unf,1.0,315.0,ta,ta,y,0,0,334,0,0,0,unknown,,unknown,0,3,2010,wd,normal,,134500.0
1537,30,rm,68.0,9656,pave,no_alley_access,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,1story,2,2,1923,1970,gable,compshg,asbshng,asbshng,unknown,0.0,ta,fa,brktil,fa,fa,no,unf,0.0,unf,0.0,678.0,678.0,gasa,ta,n,sbrkr,832,0,0,832,0.0,0.0,1,0,2,1,ta,5,typ,1,gd,detchd,1928.0,unf,2.0,780.0,fa,fa,n,0,0,0,0,0,0,unknown,,unknown,0,6,2010,wd,abnorml,,117500.0
1538,70,rm,60.0,9600,pave,grvl,reg,lvl,allpub,corner,gtl,oldtown,norm,norm,1fam,2story,8,9,1900,2003,gable,compshg,wd sdng,wd sdng,unknown,0.0,gd,gd,brktil,ta,ta,no,unf,0.0,unf,0.0,930.0,930.0,gasw,ta,n,sbrkr,930,636,0,1566,0.0,0.0,2,0,3,1,gd,7,typ,0,,detchd,1930.0,unf,1.0,288.0,ta,ta,y,54,228,246,0,0,0,unknown,,unknown,0,4,2010,wd,abnorml,,125000.0
1539,70,rm,50.0,9000,pave,grvl,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,2story,8,9,1890,2002,gable,compshg,wd sdng,wd sdng,unknown,0.0,gd,gd,stone,fa,fa,no,unf,0.0,unf,0.0,346.0,346.0,gasa,ex,y,sbrkr,1157,1111,0,2268,0.0,0.0,3,0,3,1,gd,7,typ,0,,detchd,2003.0,unf,2.0,624.0,ta,ta,n,0,108,0,0,0,0,unknown,,unknown,0,4,2010,wd,normal,,148000.0
1540,190,rm,100.0,9045,pave,no_alley_access,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,2fmcon,2story,5,3,1910,1950,gable,compshg,metalsd,metalsd,unknown,0.0,ta,fa,brktil,ta,ta,mn,unf,0.0,unf,0.0,840.0,840.0,grav,fa,n,fusef,1128,1128,0,2256,0.0,0.0,2,0,4,2,fa,12,typ,0,,no_garage,,no_garage,0.0,0.0,,,n,0,18,18,0,0,0,unknown,,unknown,0,6,2010,wd,abnorml,,139000.0
1541,70,rm,60.0,10560,pave,no_alley_access,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,2story,6,7,1922,1994,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,cblock,fa,ta,no,rec,283.0,unf,0.0,455.0,738.0,gasa,ex,y,sbrkr,868,602,0,1470,0.0,0.0,1,1,2,1,ta,6,min1,0,,detchd,1970.0,unf,2.0,624.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,6,2010,wd,normal,,124900.0
1542,50,rm,53.0,5830,pave,no_alley_access,reg,lvl,allpub,corner,gtl,brkside,feedr,feedr,1fam,1.5fin,5,6,1950,1997,gable,compshg,metalsd,metalsd,unknown,0.0,ta,gd,cblock,ta,ta,no,rec,788.0,unf,0.0,200.0,988.0,gasa,ex,y,sbrkr,1030,582,0,1612,0.0,0.0,1,1,3,1,ta,7,typ,0,,detchd,1950.0,unf,1.0,363.0,ta,ta,y,0,0,0,0,0,0,unknown,mnprv,unknown,0,3,2010,wd,normal,,130250.0
1543,75,rl,,7793,pave,no_alley_access,ir1,bnk,allpub,corner,gtl,brkside,norm,norm,1fam,2.5unf,7,7,1922,2005,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,brktil,gd,ta,no,blq,474.0,unf,0.0,634.0,1108.0,gasa,ta,n,fusea,1160,908,0,2068,0.0,0.0,1,1,3,1,gd,8,typ,1,gd,detchd,1928.0,unf,1.0,315.0,ta,ta,y,0,0,60,0,0,0,unknown,,unknown,0,5,2010,wd,normal,,129000.0
1544,30,rm,50.0,5000,pave,no_alley_access,reg,lvl,allpub,inside,gtl,brkside,feedr,norm,1fam,1story,4,7,1925,1950,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,brktil,ta,ta,no,rec,188.0,unf,0.0,577.0,765.0,gasa,ta,n,fusef,765,0,0,765,1.0,0.0,1,0,2,1,gd,4,typ,0,,detchd,1926.0,unf,1.0,200.0,fa,ta,p,135,0,41,0,0,0,unknown,mnprv,unknown,0,4,2010,wd,normal,,130250.0
1545,50,rm,50.0,6000,pave,no_alley_access,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,6,7,1939,1950,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,brktil,ta,gd,no,blq,452.0,lwq,12.0,144.0,608.0,gasa,ta,y,sbrkr,608,524,0,1132,1.0,0.0,1,0,2,1,ta,5,typ,0,,detchd,1939.0,unf,1.0,240.0,ta,ta,y,0,0,128,0,0,0,unknown,mnprv,unknown,0,4,2010,wd,abnorml,,133000.0
1546,50,rm,50.0,6000,pave,no_alley_access,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,6,6,1940,1950,gable,compshg,metalsd,metalsd,unknown,0.0,ta,gd,cblock,ta,ta,no,lwq,264.0,unf,0.0,308.0,572.0,gasa,ex,y,fusea,848,348,0,1196,0.0,1.0,1,1,3,1,ta,6,typ,2,gd,detchd,1973.0,unf,2.0,576.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,3,2010,wd,normal,,132500.0
1547,50,rm,53.0,6360,pave,no_alley_access,reg,lvl,allpub,corner,gtl,brkside,feedr,norm,1fam,1.5fin,5,6,1942,1950,gable,compshg,metalsd,metalsd,stone,300.0,ta,ta,cblock,ta,ta,no,rec,360.0,lwq,159.0,316.0,835.0,gasa,ta,y,fusea,955,498,0,1453,0.0,0.0,1,1,3,1,gd,7,min2,2,fa,detchd,1942.0,unf,1.0,240.0,ta,ta,y,0,0,35,0,148,0,unknown,,unknown,0,3,2010,wd,normal,,120000.0
1548,50,rm,50.0,6000,pave,no_alley_access,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,6,7,1948,1950,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,cblock,ta,ta,no,rec,300.0,unf,0.0,480.0,780.0,gasa,ta,y,sbrkr,780,636,0,1416,0.0,0.0,1,1,3,1,ta,6,typ,0,,detchd,1948.0,unf,1.0,312.0,ta,ta,p,221,0,48,0,0,0,unknown,,unknown,0,3,2010,wd,normal,,132500.0
1549,50,rm,52.0,6240,pave,no_alley_access,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,5,7,1936,1980,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,cblock,ta,fa,no,rec,276.0,unf,0.0,252.0,528.0,gasa,gd,y,sbrkr,548,492,0,1040,0.0,0.0,1,0,2,1,ta,5,typ,0,,detchd,1979.0,fin,2.0,624.0,ta,ta,p,306,0,32,0,0,0,unknown,,unknown,0,5,2010,wd,normal,,114750.0
1550,50,rm,52.0,6240,pave,no_alley_access,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,5,5,1930,1950,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,brktil,ta,ta,no,lwq,448.0,unf,0.0,480.0,928.0,gasa,ta,y,fusef,928,608,0,1536,0.0,0.0,2,0,4,1,ta,7,typ,1,gd,detchd,1930.0,unf,2.0,480.0,ta,ta,y,0,10,0,0,0,0,unknown,mnprv,unknown,0,3,2010,wd,normal,,127500.0
1551,30,rm,51.0,6120,pave,no_alley_access,reg,lvl,allpub,inside,gtl,oldtown,artery,norm,1fam,1story,6,5,1923,1950,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,brktil,fa,fa,no,alq,960.0,unf,0.0,164.0,1124.0,gasa,ta,y,sbrkr,1068,0,0,1068,1.0,0.0,1,0,2,1,ta,5,typ,1,gd,detchd,1923.0,unf,1.0,288.0,ta,ta,y,0,0,128,0,0,0,unknown,,unknown,0,3,2010,wd,normal,,117450.0
1552,50,rm,57.0,8094,pave,grvl,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,1.5fin,4,5,1915,1950,gable,compshg,metalsd,metalsd,unknown,0.0,ta,fa,cblock,ta,ta,no,unf,0.0,unf,0.0,888.0,888.0,gasa,ex,y,sbrkr,888,1074,0,1962,0.0,0.0,1,1,4,1,ta,9,typ,1,ta,detchd,1915.0,unf,2.0,572.0,ta,ta,y,160,0,364,0,0,0,unknown,gdprv,unknown,0,6,2010,wd,normal,,130250.0
1553,70,rm,60.0,12900,pave,grvl,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,2story,6,8,1912,2009,gable,compshg,wd sdng,wd sdng,unknown,0.0,gd,gd,pconc,ta,ta,no,unf,0.0,unf,0.0,780.0,780.0,gasa,ex,y,sbrkr,780,780,0,1560,0.0,0.0,1,1,3,1,gd,7,typ,0,,no_garage,,no_garage,0.0,0.0,,,n,344,0,0,0,168,0,unknown,,unknown,0,5,2010,wd,normal,,130250.0
1554,70,rm,52.0,3068,pave,grvl,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,2story,6,8,1920,1993,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,gd,brktil,ta,ta,no,unf,0.0,unf,0.0,662.0,662.0,gasa,ex,y,sbrkr,662,662,0,1324,0.0,1.0,1,0,3,1,ta,6,typ,0,,detchd,1920.0,unf,1.0,180.0,ta,ta,y,0,0,112,0,0,0,unknown,gdprv,unknown,0,2,2010,wd,normal,,123500.0
1555,20,rl,100.0,15263,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,clearcr,feedr,norm,1fam,1story,5,5,1959,1959,gable,compshg,hdboard,hdboard,brkface,90.0,ta,ta,cblock,gd,ta,no,rec,766.0,unf,0.0,656.0,1422.0,gasa,gd,y,sbrkr,1675,0,0,1675,0.0,0.0,2,0,3,1,ta,8,typ,2,gd,attchd,1959.0,unf,1.0,365.0,ta,ta,y,0,132,0,0,0,0,unknown,,unknown,0,5,2010,wd,normal,,134716.0
